"bathrm","hf_bathrm","heat","ac","rooms","bedrm","ayb","yr_rmdl","eyb","stories","saledate","price","gba","style","grade","cndtn","extwall","roof","intwall","kitchens","fireplaces","landarea","latitude","longitude","nbhd","ward","quadrant"
2,1,"Warm Cool","Y",7,4,1957,2003,1981,2,"1998-02-26",250000,2156,"2 Story","Very Good","Good","Wood Siding","Comp Shingle","Hardwood",1,1,7750,40.7372478643339,-74.2516764614537,"E6","Ward 3","NW"
1,0,"Warm Cool","Y",3,1,1900,1989,1954,2,"1997-12-23",95000,768,"2 Story","Average","Good","Common Brick","Metal- Sms","Wood Floor",1,0,512,40.7029414492737,-74.1399564445105,"E4","Ward 6","NE"
2,2,"Warm Cool","Y",9,4,1926,2006,1969,2,"2004-06-09",850000,2214,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,4505,40.767361282246,-74.2218663611919,"B2","Ward 3","NW"
3,1,"Hot Water Rad","Y",6,4,1947,2010,1972,2,"1992-12-16",240000,2442,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,4330,40.7558702127914,-74.2353702671604,"A2","Ward 3","NW"
2,0,"Forced Air","Y",6,3,1952,2013,1959,1,"2013-01-23",655000,1637,"1 Story","Good Quality","Average","Common Brick","Shake","Hardwood",1,2,10413,40.7855219278921,-74.1960758509016,"D1","Ward 4","NW"
2,2,"Forced Air","Y",10,3,1986,NA,1997,2,"2000-12-06",250000,2395,"2 Story","Good Quality","Good","Common Brick","Comp Shingle","Hardwood",1,1,7878,40.6674584787215,-74.0955558468017,"D2","Ward 7","SE"
3,2,"Warm Cool","Y",12,3,1940,2004,1978,2.5,"2013-04-18",949000,3033,"2.5 Story Fin","Excellent","Good","Common Brick","Comp Shingle","Hardwood",1,2,5850,40.7212087865828,-74.2335504172776,"A5","Ward 3","NW"
3,0,"Hot Water Rad","N",7,3,1935,NA,1967,2,"2016-08-30",906500,1266,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,2,2574,40.7669222107602,-74.2256897630502,"B2","Ward 3","NW"
2,1,"Hot Water Rad","N",8,3,1936,1996,1964,2.75,"2010-01-07",789000,2074,"3 Story","Good Quality","Average","Common Brick","Comp Shingle","Hardwood",1,2,5148,40.7730309142934,-74.213341951754,"B2","Ward 3","NW"
4,1,"Forced Air","Y",10,6,1959,2018,1994,2,"2018-06-19",2150000,2728,"2 Story","Very Good","Excellent","Common Brick","Slate","Hardwood",1,1,6945,40.7615317029412,-74.2081450527071,"C3","Ward 3","NW"
1,0,"Hot Water Rad","N",7,3,1935,NA,1947,2,"2001-09-19",150000,1362,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood",1,1,6250,40.7622130780453,-74.1485586744952,"B3","Ward 4","NE"
5,1,"Forced Air","Y",15,7,2003,NA,2009,2.5,"2014-04-09",1465000,3540,"2.5 Story Fin","Very Good","Good","Wood Siding","Comp Shingle","Hardwood",1,2,11640,40.7973511157857,-74.1805041400055,"B5","Ward 4","NW"
2,0,"Hot Water Rad","Y",6,3,1928,NA,1957,2,"2014-12-11",7e+05,1272,"2 Story","Above Average","Good","Aluminum","Comp Shingle","Hardwood",1,1,5000,40.7405464109918,-74.1311871082916,"A8","Ward 5","NE"
1,0,"Forced Air","Y",6,3,1927,NA,1964,1,"2006-09-26",325000,915,"1 Story","Average","Good","Vinyl Siding","Comp Shingle","Hardwood",1,0,2932,40.7428964681002,-74.1075394110452,"F8","Ward 5","NE"
4,0,"Hot Water Rad","N",11,6,1907,1992,1961,2.5,"1992-07-14",5e+05,2910,"2 Story","Very Good","Average","Aluminum","Comp Shingle","Hardwood",1,1,4975,40.7411183243562,-74.2040566870344,"B4","Ward 3","NW"
2,1,"Forced Air","Y",6,3,1921,2012,1967,1.5,"2010-02-22",926000,2085,"1.5 Story Fin","Good Quality","Average","Common Brick","Comp Shingle","Hardwood",1,1,5750,40.7324571684623,-74.2497898437396,"E6","Ward 3","NW"
3,0,"Forced Air","Y",9,3,1953,NA,1968,1,"2018-03-08",865000,1446,"1 Story","Good Quality","Average","Common Brick","Comp Shingle","Hardwood",1,0,4641,40.759182521991,-74.2033131247705,"C3","Ward 3","NW"
3,0,"Forced Air","Y",9,4,1937,2013,1964,1.25,"2013-04-30",399000,868,"1.5 Story Unfin","Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,4444,40.7482608639947,-74.1164414536661,"D9","Ward 5","NE"
3,0,"Hot Water Rad","N",10,6,1913,2004,1986,2.5,"2013-11-05",792000,2805,"3 Story","Good Quality","Good","Stucco","Comp Shingle","Hardwood",1,1,6170,40.7565492052597,-74.1750765838292,"A1","Ward 4","NW"
2,0,"Warm Cool","Y",8,4,1947,2010,1969,2,"2010-07-02",714500,1216,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,2146,40.7591902080233,-74.2225015775951,"B2","Ward 3","NW"
1,1,"Warm Cool","Y",6,3,1937,NA,1954,2.5,"2002-12-17",450000,2070,"2.5 Story Fin","Very Good","Average","Common Brick","Comp Shingle","Hardwood",1,1,6027,40.7648325401646,-74.2238323466672,"B2","Ward 3","NW"
1,0,"Forced Air","N",4,2,1910,NA,1957,1,"2000-12-21",65000,944,"1 Story","Above Average","Average","Wood Siding","Comp Shingle","Hardwood",1,0,5622,40.6603681355088,-74.1326756765239,"A4","Ward 8","SE"
2,0,"Warm Cool","Y",6,3,1949,NA,1968,2,"2016-12-27",537000,1900,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,5556,40.7535207196694,-74.1244989437212,"D9","Ward 5","NE"
4,1,"Hot Water Rad","Y",11,5,1913,2013,1986,2.5,"2013-03-19",775000,2608,"2.5 Story Fin","Good Quality","Good","Stucco","Comp Shingle","Hardwood",1,1,4000,40.7560964236083,-74.1702468725037,"A1","Ward 4","NW"
1,1,"Warm Cool","Y",7,3,1955,2010,1977,2,"1994-08-07",260000,1250,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,6499,40.7708776050485,-74.2139366692274,"B2","Ward 3","NW"
4,0,"Warm Cool","Y",9,4,1953,2004,1978,1.5,"2011-08-30",1350000,2219,"1.5 Story Fin","Very Good","Good","Common Brick","Slate","Hardwood",1,1,8399,40.727353972724,-74.2348389305451,"A5","Ward 3","NW"
3,0,"Warm Cool","Y",8,4,1956,1960,1978,1,"2016-03-22",947830,2064,"1 Story","Very Good","Average","Common Brick","Shake","Hardwood",1,2,6300,40.7733839534172,-74.197482214966,"B2","Ward 4","NW"
2,1,"Hot Water Rad","N",5,3,1908,2015,1964,2,"2014-10-20",214500,1488,"2 Story","Average","Good","Aluminum","Comp Shingle","Hardwood",1,1,4226,40.6764699248993,-74.1126513757795,"D2","Ward 7","SE"
3,1,"Warm Cool","Y",6,3,1910,NA,1967,2.25,"2000-09-05",120000,1737,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Hardwood/Carp",1,0,8466,40.7354762818513,-74.1194084947553,"F8","Ward 5","NE"
3,1,"Warm Cool","Y",7,4,1939,NA,1960,2.5,"2011-08-12",8e+05,1959,"2.5 Story Unfin","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,7475,40.7552479411597,-74.2113603957989,"F5","Ward 3","NW"
3,2,"Forced Air","N",8,5,1928,2007,1969,2.5,"2007-04-14",835000,2853,"2.5 Story Fin","Good Quality","Average","Common Brick","Comp Shingle","Hardwood",1,2,5372,40.7543111722099,-74.1825990081712,"B8","Ward 4","NW"
3,0,"Forced Air","Y",6,4,2016,NA,2017,2,"2016-11-21",399000,1200,"2 Story","Above Average","Very Good","Vinyl Siding","Comp Shingle","Hardwood",1,0,4000,40.6944286573103,-74.0709147868507,"D7","Ward 7","SE"
2,0,"Warm Cool","Y",8,3,1939,NA,1950,2,"2007-12-23",747999,1474,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,4160,40.7507459913537,-74.2337819933097,"A2","Ward 3","NW"
1,1,"Forced Air","N",6,3,1969,NA,1976,2,"2014-12-23",205300,1315,"2 Story","Average","Average","Common Brick","Built Up","Hardwood/Carp",1,0,2500,40.7057791418793,-74.0663978170885,"B9","Ward 7","NE"
2,1,"Warm Cool","Y",7,3,1939,NA,1957,2.5,"2009-12-09",485000,1843,"2.5 Story Fin","Above Average","Average","Common Brick","Slate","Hardwood",1,1,4253,40.7739812115099,-74.1737036748665,"A7","Ward 4","NW"
2,1,"Hot Water Rad","Y",6,3,1929,2002,1967,1.75,"2010-05-12",535000,1529,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",2,1,4600,40.7764526588051,-74.1625818513176,"A7","Ward 4","NW"
3,1,"Forced Air","Y",7,3,2002,NA,2007,2,"2012-01-09",285000,1892,"2 Story","Above Average","Good","Brick/Siding","Comp Shingle","Carpet",1,1,3406,40.6472314341282,-74.1386821188952,"B7","Ward 8","SE"
3,1,"Warm Cool","Y",9,5,1936,NA,1972,2,"2015-12-16",1175000,2088,"2 Story","Very Good","Good","Common Brick","Slate","Hardwood",1,2,9371,40.7491340376492,-74.2247996817234,"A2","Ward 3","NW"
3,0,"Forced Air","Y",7,3,1940,2007,1969,2.25,"2007-02-28",748500,1785,"2.5 Story Fin","Good Quality","Good","Brick/Siding","Comp Shingle","Hardwood",1,2,5175,40.7788102580068,-74.2011175164703,"B2","Ward 4","NW"
1,1,"Hot Water Rad","N",6,3,1922,NA,1969,2,"2017-10-07",650000,1372,"2 Story","Good Quality","Average","Wood Siding","Comp Shingle","Hardwood",1,1,5574,40.7593224060461,-74.1707279352094,"A1","Ward 4","NW"
2,2,"Warm Cool","Y",8,3,1948,NA,1975,2.25,"2004-11-03",710000,2222,"2.5 Story Fin","Very Good","Good","Common Brick","Slate","Hardwood",1,1,5000,40.7668163044544,-74.2064572225256,"B2","Ward 4","NW"
3,0,"Forced Air","Y",6,5,1950,1995,1971,1,"1995-08-01",330000,1848,"1 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,7099,40.7640840491661,-74.2081174619935,"C3","Ward 3","NW"
5,1,"Forced Air","Y",6,6,2006,NA,2012,2.75,"2006-05-11",2535000,5119,"3 Story","Superior","Very Good","Wood Siding","Comp Shingle","Hardwood",1,2,10135,40.7349547963467,-74.2496095890872,"E6","Ward 3","NW"
3,1,"Hot Water Rad","Y",8,5,1940,NA,1963,2.5,"2002-02-27",495300,2363,"2.5 Story Fin","Very Good","Average","Brick/Stone","Slate","Hardwood",1,2,7608,40.7904628713789,-74.1721022807189,"F1","Ward 4",NA
5,1,"Warm Cool","Y",11,5,1927,2001,1996,2.5,"2005-07-08",2800000,3840,"2.5 Story Fin","Exceptional-A","Very Good","Stone","Slate","Hardwood",2,2,3884,40.723236115413,-74.1967271353928,"D3","Ward 2","NW"
2,1,"Warm Cool","Y",11,4,1935,2002,1978,2.5,"1998-04-21",425000,3388,"2.5 Story Fin","Excellent","Good","Stone","Slate","Hardwood",1,2,9297,40.7873503592144,-74.1801770286543,"B5","Ward 4","NW"
3,0,"Forced Air","Y",8,4,1992,2011,1999,1,"2011-11-09",243000,1125,"1 Story","Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,4938,40.7011267007005,-74.0781504726335,"B9","Ward 7","NE"
1,1,"Hot Water Rad","N",2,2,1938,NA,1954,1,"2017-01-04",325000,1116,"1 Story","Average","Average","Common Brick","Comp Shingle","Hardwood/Carp",1,0,4400,40.7206077318521,-74.1149538272953,"F8","Ward 5","NE"
4,1,"Forced Air","Y",11,5,1910,2005,1995,2.5,"2005-06-14",3253000,3987,"2.5 Story Fin","Superior","Very Good","Stucco","Slate","Hardwood",2,2,5631,40.7406330565949,-74.2101566256369,"B4","Ward 3","NW"
2,1,"Forced Air","Y",9,4,1930,2005,1982,2,"2014-09-25",1057000,2190,"2 Story","Good Quality","Good","Wood Siding","Comp Shingle","Hardwood",1,1,5000,40.7696102707273,-74.2116494481915,"B2","Ward 3","NW"
4,1,"Warm Cool","Y",11,6,1934,2013,1983,2,"2018-07-10",1955000,3214,"2 Story","Superior","Good","Stone","Comp Shingle","Hardwood",1,1,10430,40.7572712475116,-74.2006374268204,"C3","Ward 3","NW"
5,1,"Warm Cool","Y",12,5,1941,2017,1972,2,"2015-08-27",1235000,3350,"2 Story","Very Good","Good","Common Brick","Slate","Hardwood",1,2,8100,40.7610510651414,-74.216169299857,"B2","Ward 3","NW"
4,0,"Warm Cool","Y",9,4,1964,1990,1985,3,"2018-07-03",1325000,2479,"2 Story","Very Good","Good","Common Brick","Comp Shingle","Hardwood",1,2,5004,40.7361335165229,-74.2420305267874,"D4","Ward 3","NW"
3,1,"Warm Cool","Y",8,6,1937,2016,1969,2,"2015-12-01",1e+06,2623,"2 Story","Good Quality","Good","Common Brick","Slate","Hardwood",1,1,5629,40.7771571848197,-74.2093781104535,"B2","Ward 4","NW"
1,1,"Gravity Furnac","N",7,3,1924,NA,1954,2,"2005-11-26",349000,1463,"2 Story","Average","Average","Vinyl Siding","Comp Shingle","Carpet",1,1,2876,40.7370190720203,-74.1178977329948,"F8","Ward 5","NE"
2,0,"Hot Water Rad","N",6,2,1936,NA,1957,1.5,"2001-05-23",125000,1410,"1.5 Story Fin","Above Average","Average","Common Brick","Slate","Hardwood",1,1,7073,40.6392180788133,-74.1523627099076,"B7","Ward 8","SW"
4,0,"Warm Cool","Y",8,3,1951,2007,1977,2,"1992-08-02",455000,2250,"2 Story","Very Good","Good","Common Brick","Comp Shingle","Hardwood",1,2,4340,40.7423523595898,-74.2049865607664,"B4","Ward 3","NW"
5,1,"Warm Cool","Y",10,4,2000,NA,2010,2.5,"2001-01-08",970000,4062,"2.5 Story Fin","Superior","Very Good","Wood Siding","Comp Shingle","Hardwood",1,1,9312,40.7369486411884,-74.2464347500539,"D4","Ward 3","NW"
1,1,"Warm Cool","Y",7,3,1941,NA,1947,2,"2000-06-29",187000,1380,"2 Story","Above Average","Average","Common Brick","Slate","Hardwood",1,1,4313,40.7635462231904,-74.1514396764699,"B3","Ward 4","NW"
2,1,"Forced Air","N",8,3,1930,2007,1964,2.25,"2006-10-30",485000,1650,"2.5 Story Fin","Above Average","Average","Common Brick","Slate","Hardwood",1,1,3750,40.7795527349658,-74.1661760297356,"A7","Ward 4","NW"
2,0,"Forced Air","Y",7,5,1953,2006,1971,1,"2009-01-21",3e+05,918,"1 Story","Average","Good","Common Brick","Comp Shingle","Hardwood/Carp",1,1,6460,40.6861156920272,-74.0822250261117,"C4","Ward 7","SE"
1,0,"Hot Water Rad","N",6,3,1933,NA,1947,1.5,"1998-10-13",105000,1002,"1.5 Story Unfin","Above Average","Average","Wood Siding","Comp Shingle","Hardwood",1,1,5913,40.6806826266357,-74.07567434101,"C4","Ward 7","SE"
5,1,"Warm Cool","Y",13,6,1940,2016,1972,2,"2016-09-08",2650000,5242,"2.5 Story Fin","Very Good","Good","Common Brick","Slate","Hardwood",1,1,9095,40.7487787775172,-74.2112678245099,"E2","Ward 3","NW"
1,1,"Warm Cool","Y",6,3,1939,NA,1950,1,"1993-06-17",235000,1044,"1 Story","Good Quality","Good","Common Brick","Comp Shingle","Hardwood",1,1,1994,40.7277009324403,-74.2428760389611,"E6","Ward 3","NW"
2,0,"Forced Air","Y",8,3,1912,2012,1967,2.25,"1998-12-15",160000,1992,"2.5 Story Unfin","Above Average","Good","Shingle","Slate","Hardwood",1,0,7320,40.7789425360987,-74.1637143631239,"A7","Ward 4","NW"
3,0,"Warm Cool","Y",9,4,1955,2007,1977,2,"2013-12-13",950000,3793,"2 Story","Good Quality","Good","Common Brick","Built Up","Hardwood",1,1,17364,40.7497786849505,-74.1859570631607,"B8","Ward 4","NW"
3,1,"Forced Air","Y",7,3,2003,NA,2008,2,"2017-07-28",475300,1818,"2 Story","Above Average","Very Good","Brick/Siding","Comp Shingle","Hardwood",1,0,3154,40.6467051843079,-74.137457867539,"B7","Ward 8","SE"
3,0,"Warm Cool","Y",8,4,1954,NA,1974,1.5,"1996-08-07",475000,2860,"2 Story","Very Good","Average","Common Brick","Comp Shingle","Hardwood/Carp",1,2,9959,40.7439060654736,-74.2452244498385,"F2","Ward 3","NW"
4,1,"Warm Cool","Y",10,6,1908,2002,1986,2.5,"2017-08-29",1565000,2980,"2.5 Story Fin","Good Quality","Good","Common Brick","Slate","Hardwood",2,2,4511,40.7392460744315,-74.1816438544062,"E1","Ward 1","NW"
3,0,"Warm Cool","Y",7,4,1951,2004,1972,1,"2013-01-13",1062000,2175,"1 Story","Above Average","Very Good","Brick/Stone","Built Up","Hardwood",2,2,5496,40.7468481788464,-74.1800791910115,"B8","Ward 4","NW"
2,1,"Warm Cool","Y",8,3,2002,NA,2007,2,"2002-06-13",178470,1866,"2 Story","Above Average","Good","Vinyl Siding","Comp Shingle","Carpet",1,1,4436,40.6953116062349,-74.0942315368516,"C4","Ward 7","SE"
1,0,"Hot Water Rad","N",6,3,1924,1992,1957,1.75,"2017-02-02",366000,1229,"2 Story","Above Average","Good","Vinyl Siding","Comp Shingle","Hardwood",1,0,6100,40.6689292302634,-74.1041353016818,"D2","Ward 7","SE"
2,1,"Hot Water Rad","Y",8,4,1919,2017,1967,2,"2017-05-15",745000,1926,"2 Story","Above Average","Very Good","Stucco","Comp Shingle","Hardwood",1,1,7650,40.770923949052,-74.15760786391,"B3","Ward 4","NW"
6,2,"Forced Air","Y",19,6,1999,NA,2011,2,"2013-10-08",3150000,7194,"2 Story","Superior","Very Good","Common Brick","Comp Shingle","Hardwood",1,4,11205,40.7596979688077,-74.2043663926676,"C3","Ward 3","NW"
1,1,"Hot Water Rad","Y",6,3,1929,NA,1957,2,"1996-10-21",249500,1197,"2 Story","Good Quality","Average","Wood Siding","Comp Shingle","Hardwood",1,1,3700,40.7561315815863,-74.2275856086333,"A2","Ward 3","NW"
2,1,"Forced Air","N",8,3,1934,NA,1967,1.5,"2003-10-19",335000,1506,"1.5 Story Fin","Above Average","Good","Wood Siding","Comp Shingle","Hardwood",1,0,4838,40.7773045711884,-74.1562794040172,"F3","Ward 4","NW"
1,1,"Forced Air","Y",7,2,1958,2003,1977,1,"2003-12-12",2e+05,993,"Split Foyer","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood",1,0,5000,40.6862867763065,-74.0772973831194,"C4","Ward 7","SE"
2,0,"Forced Air","Y",7,4,1950,2004,1974,1.75,"1994-12-16",394000,2310,"2 Story","Good Quality","Good","Common Brick","Comp Shingle","Hardwood",1,1,6005,40.7630015734833,-74.2054225107108,"C3","Ward 3","NW"
3,1,"Forced Air","Y",10,4,1942,2004,1969,2.25,"2012-11-30",842000,2323,"2.5 Story Fin","Good Quality","Good","Common Brick","Slate","Hardwood",1,2,7200,40.7864260721243,-74.2016069142944,"D1","Ward 4","NW"
4,1,"Warm Cool","Y",10,5,1937,1964,1972,1.75,"2018-04-07",1130000,3089,"2 Story","Very Good","Average","Wood Siding","Comp Shingle","Hardwood",1,1,5678,40.7375474227174,-74.2432603451975,"D4","Ward 3","NW"
5,1,"Warm Cool","Y",15,5,1903,1984,1978,2.5,"2014-01-13",2850000,2865,"2.5 Story Fin","Excellent","Good","Vinyl Siding","Slate","Hardwood",1,3,15080,40.7413704690021,-74.2057832968515,"B4","Ward 3","NW"
2,0,"Warm Cool","Y",9,4,1939,1982,1960,2,"1999-07-28",203000,1536,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",1,2,10119,40.6624564581312,-74.1036662093837,"D2","Ward 7","SE"
4,0,"Warm Cool","Y",10,4,1954,2003,1979,1.75,"2006-11-08",2e+06,3326,"1.5 Story Fin","Very Good","Good","Common Brick","Slate","Hardwood/Carp",1,4,19851,40.7427310246352,-74.2459784317491,"F2","Ward 3","NW"
4,1,"Forced Air","Y",12,5,1934,2007,1988,2.5,"1997-07-16",965000,5362,"2.5 Story Fin","Exceptional-A","Good","Brick/Stone","Slate","Hardwood",1,2,8577,40.7438813073367,-74.240722344472,"F2","Ward 3","NW"
3,0,"Forced Air","Y",7,4,1928,2013,1964,1.75,"2014-03-30",455000,1460,"1.5 Story Fin","Average","Good","Shingle","Comp Shingle","Hardwood/Carp",1,0,9671,40.7360259044758,-74.1056843213833,"F8","Ward 5","NE"
2,0,"Forced Air","Y",6,3,1926,2011,1964,1,"2013-10-16",315000,960,"1 Story","Average","Good","Aluminum","Comp Shingle","Hardwood",1,1,3164,40.7320239479349,-74.1072291650327,"F8","Ward 5","NE"
3,1,"Warm Cool","Y",11,4,1938,2006,1982,2.5,"1997-05-19",469900,2368,"2.5 Story Fin","Good Quality","Very Good","Brick/Siding","Slate","Hardwood",1,2,7320,40.7834568241947,-74.2011482775572,"B2","Ward 4","NW"
2,0,"Hot Water Rad","Y",8,3,1936,2010,1969,2,"1994-07-17",365000,1814,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",1,1,3486,40.7619361520495,-74.2311019128623,"A2","Ward 3","NW"
1,1,"Warm Cool","Y",7,3,1975,NA,1981,2,"2006-07-26",280000,1428,"2 Story","Average","Average","Aluminum","Comp Shingle","Carpet",1,0,4000,40.6900577171407,-74.0654957872666,"D7","Ward 7","SE"
2,1,"Warm Cool","Y",7,4,1939,NA,1957,2,"2017-06-13",465000,1618,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,2,3526,40.6714426259532,-74.1020620070113,"D2","Ward 7","SE"
2,0,"Hot Water Rad","Y",6,3,1926,2001,1972,2.25,"2014-08-10",828000,1263,"2.5 Story Fin","Very Good","Good","Vinyl Siding","Comp Shingle","Hardwood",2,1,2442,40.7619439885925,-74.2220576489824,"B2","Ward 3","NW"
3,0,"Warm Cool","Y",8,4,1956,1986,1970,1.5,"2014-05-02",865000,2085,"1.5 Story Fin","Good Quality","Good","Common Brick","Comp Shingle","Hardwood",1,2,4469,40.7753387689732,-74.2054105602085,"B2","Ward 4","NW"
4,1,"Warm Cool","Y",10,3,1941,2012,1978,2,"2013-04-17",1595000,2734,"2 Story","Excellent","Good","Stone/Siding","Slate","Hardwood",1,2,7696,40.7435101597663,-74.2372881549641,"F2","Ward 3","NW"
2,0,"Forced Air","Y",7,3,1954,2013,1989,1,"2017-01-20",935000,1120,"1 Story","Above Average","Very Good","Common Brick","Comp Shingle","Hardwood",1,1,5031,40.7357937498462,-74.2424253964058,"D4","Ward 3","NW"
2,1,"Warm Cool","Y",6,3,1942,2014,1969,2,"2014-05-15",1310000,1400,"2 Story","Good Quality","Very Good","Common Brick","Comp Shingle","Hardwood",1,1,5875,40.7498470136475,-74.2216567169438,"A2","Ward 3","NW"
2,2,"Hot Water Rad","Y",8,5,1931,1987,1972,2,"2016-07-11",1075000,1888,"2 Story","Very Good","Good","Common Brick","Slate","Hardwood",1,1,5399,40.7683078696012,-74.2061582663142,"B2","Ward 4","NW"
2,1,"Forced Air","Y",8,4,1950,2013,1971,2.25,"2013-04-12",349000,1792,"2.5 Story Unfin","Good Quality","Average","Common Brick","Comp Shingle","Hardwood",1,0,3939,40.6809238022754,-74.1043012868095,"D2","Ward 7","SE"
2,1,"Forced Air","Y",6,3,1925,1992,1957,2,"2016-10-20",350000,2191,"2 Story","Above Average","Average","Common Brick","Comp Shingle","Carpet",1,1,6000,40.7054042761976,-74.0768350888891,"B9","Ward 7","NE"
3,0,"Warm Cool","Y",10,4,1939,1986,1969,1.75,"2018-05-30",920000,1773,"2 Story","Good Quality","Average","Common Brick","Slate","Hardwood",2,2,5460,40.7825455180678,-74.2012272376487,"B2","Ward 4","NW"
3,0,"Warm Cool","Y",7,4,1949,NA,1971,2,"2017-01-10",529000,1544,"2 Story","Above Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,6063,40.7533629479192,-74.122548741846,"D9","Ward 5","NE"
2,1,"Forced Air","Y",6,4,1900,2000,1967,2,"2001-10-30",279850,1902,"2 Story","Above Average","Good","Brick/Stucco","Comp Shingle","Hardwood",1,0,7500,40.7365854023073,-74.1319269138739,"A8","Ward 5","NE"
3,1,"Hot Water Rad","N",8,5,1936,2006,1967,2,"2014-06-09",575000,1736,"2 Story","Above Average","Good","Common Brick","Slate","Hardwood",1,1,4100,40.7412235485302,-74.1282505715282,"A8","Ward 5","NE"
2,2,"Warm Cool","Y",9,4,1964,NA,1985,2,"2018-05-25",1150000,1904,"2 Story","Very Good","Good","Common Brick","Comp Shingle","Hardwood",1,1,7250,40.781405757753,-74.1986927917127,"B2","Ward 4","NW"
2,1,"Warm Cool","Y",7,3,1951,NA,1964,1,"2003-05-12",390000,1442,"1 Story","Above Average","Average","Common Brick","Comp Shingle","Carpet",1,1,9743,40.7520782636667,-74.1835875044827,"B8","Ward 4","NW"
2,0,"Warm Cool","Y",5,2,1957,2014,1976,1,"2014-11-15",399800,1193,"1 Story","Above Average","Good","Brick/Siding","Comp Shingle","Hardwood",1,1,5625,40.6832812951699,-74.0806663743183,"C4","Ward 7","SE"
3,1,"Warm Cool","Y",8,4,1916,2017,1969,2,"2016-09-21",1200000,2744,"2 Story","Good Quality","Good","Stucco","Comp Shingle","Hardwood",1,1,9240,40.769678889974,-74.209855553123,"B2","Ward 3","NW"
4,0,"Forced Air","Y",9,5,1958,1989,1977,2,"2006-07-14",940000,2526,"2 Story","Good Quality","Good","Brick/Siding","Comp Shingle","Hardwood",1,2,8400,40.7558053386304,-74.1981719240327,"C3","Ward 3","NW"
4,1,"Warm Cool","Y",10,5,1926,1980,1947,2,"2008-12-16",915000,2010,"2 Story","Above Average","Very Good","Vinyl Siding","Comp Shingle","Hardwood",1,1,3988,40.7649216645434,-74.2242799922098,"B2","Ward 3","NW"
3,0,"Warm Cool","Y",7,3,1950,NA,1974,1,"2017-05-02",889000,1384,"1 Story","Good Quality","Average","Common Brick","Comp Shingle","Hardwood",1,1,4956,40.7173456066468,-74.2286905089523,"E6","Ward 3","NW"
1,0,"Hot Water Rad","N",7,4,1933,2010,1964,2.25,"2010-05-14",340000,1635,"2 Story","Average","Good","Common Brick","Comp Shingle","Hardwood/Carp",1,1,4765,40.7399546755518,-74.1114853055581,"F8","Ward 5","NE"
2,1,"Forced Air","Y",6,3,1927,2005,1964,2,"2016-10-20",480000,1760,"2 Story","Average","Good","Vinyl Siding","Comp Shingle","Hardwood/Carp",1,0,2738,40.7411502179332,-74.107608519508,"F8","Ward 5","NE"
2,1,"Forced Air","Y",7,4,1947,2002,1985,2,"2008-02-08",829000,1840,"2 Story","Very Good","Good","Common Brick","Slate","Hardwood",1,1,5820,40.7766022651439,-74.1964531896092,"B2","Ward 4","NW"
3,0,"Warm Cool","Y",9,4,1961,NA,1972,1,"2002-11-26",650000,2151,"1 Story","Good Quality","Very Good","Common Brick","Comp Shingle","Hardwood",1,2,11564,40.7544304571258,-74.2418255000001,"A2","Ward 3","NW"
2,1,"Forced Air","Y",7,3,2003,NA,2008,2,"2018-03-02",776000,1690,"2 Story","Above Average","Very Good","Vinyl Siding","Comp Shingle","Hardwood/Carp",1,0,5080,40.7404184144797,-74.1240967922849,"A8","Ward 5","NE"
1,0,"Warm Cool","Y",5,1,1934,NA,1950,1.25,"1995-04-12",147500,1387,"1.5 Story Fin","Average","Good","Common Brick","Comp Shingle","Hardwood",1,1,4604,40.7451166726228,-74.1184310642424,"D9","Ward 5","NE"
2,1,"Hot Water Rad","Y",6,3,1926,2007,1972,2,"2017-04-26",1179000,1303,"2 Story","Very Good","Very Good","Vinyl Siding","Comp Shingle","Hardwood",1,0,4000,40.7344042403552,-74.2509671717325,"E6","Ward 3","NW"
2,3,"Forced Air","Y",8,3,1938,NA,1954,2,"2005-10-19",835000,1756,"2 Story","Very Good","Average","Common Brick","Slate","Hardwood",1,1,4950,40.759467059106,-74.2309298256217,"A2","Ward 3","NW"
